FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
22024		YES-GENETIC					Genomics > Genotypes > Genotyping process and sample QC	100313	DNA concentration	Continuous
22025		YES-GENETIC					Genomics > Genotypes > Genotyping process and sample QC	100313	"Affymetrix quality control metric Cluster.CR"""	Continuous
22026		YES-GENETIC					Genomics > Genotypes > Genotyping process and sample QC	100313	"Affymetrix quality control metric dQC"""	Continuous
22027		YES-GENETIC				1	Genomics > Genotypes > Genotyping process and sample QC	100313	Outliers for heterozygosity or missing rate	Categorical single
22028		YES-GENETIC				100264	Genomics > Genotypes > Genotyping process and sample QC	100313	Use in phasing Chromosomes 1-22	Categorical single
22029		YES-GENETIC				100264	Genomics > Genotypes > Genotyping process and sample QC	100313	Use in phasing Chromosome X	Categorical single
22030		YES-GENETIC				100264	Genomics > Genotypes > Genotyping process and sample QC	100313	Use in phasing Chromosome XY	Categorical single
22032		YES				100700	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	IPAQ activity group	Categorical single
22033		YES					Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	Summed days activity	Integer
22034		YES					Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	Summed minutes activity	Integer
22035		YES				7	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	Above moderate/vigorous recommendation	Categorical single
22036		YES				7	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	Above moderate/vigorous/walking recommendation	Categorical single
22037		YES					Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	MET minutes per week for walking	Continuous
22038		YES					Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	MET minutes per week for moderate activity	Continuous
22039		YES					Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	MET minutes per week for vigorous activity	Continuous
22040		YES					Assessment centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores	54	Summed MET minutes per week for all activity	Continuous
22051		YES-GENETIC				100	Genomics > Genotypes > Interim genotype release	199001	UKBiLEVE genotype quality control for samples	Categorical single
22052		YES-GENETIC				101	Genomics > Genotypes > Interim genotype release	199001	UKBiLEVE unrelatedness indicator	Categorical single
22126		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed hayfever or allergic rhinitis	Categorical single
22127		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed asthma	Categorical single
22128		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed emphysema	Categorical single
22129		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed chronic bronchitis	Categorical single
22130		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed COPD (chronic obstructive pulmonary disease)	Categorical single
22131		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed cystic fibrosis	Categorical single
22132		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed alpha-1 antitrypsin deficiency	Categorical single
22133		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed sarcoidosis	Categorical single
22134		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed bronchiectasis	Categorical single
22135		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed idiopathic pulmonary fibrosis	Categorical single
22136		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed fibrosing alveolitis/unspecified alveolitis	Categorical single
22137		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed tuberculosis	Categorical single
22138		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed silicosis	Categorical single
22139		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed asbestosis	Categorical single
22140		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed lung cancer (not mesothelioma)	Categorical single
22141		YES				7	Online follow-up > Work environment > Medical information	132	Doctor diagnosed mesothelioma of the lung	Categorical single
22146		YES					Online follow-up > Work environment > Medical information	132	Age hayfever or allergic rhinitis diagnosed by doctor	Integer
22147		YES					Online follow-up > Work environment > Medical information	132	Age asthma diagnosed by doctor	Integer
22148		YES					Online follow-up > Work environment > Medical information	132	Age emphysema diagnosed by doctor	Integer
22149		YES					Online follow-up > Work environment > Medical information	132	Age chronic bronchitis diagnosed by doctor	Integer
22150		YES					Online follow-up > Work environment > Medical information	132	Age COPD (Chronic Obstructive Pulmonary Disease) diagnosed by doctor	Integer
22151		YES					Online follow-up > Work environment > Medical information	132	Age cystic fibrosis diagnosed by doctor	Integer
22152		YES					Online follow-up > Work environment > Medical information	132	Age alpha-1 antitrypsin deficiency diagnosed by doctor	Integer
22153		YES					Online follow-up > Work environment > Medical information	132	Age sarcoidosis diagnosed by doctor	Integer
22154		YES					Online follow-up > Work environment > Medical information	132	Age bronchiectasis diagnosed by doctor	Integer
22155		YES					Online follow-up > Work environment > Medical information	132	Age idiopathic pulmonary fibrosis diagnosed by doctor	Integer
22156		YES					Online follow-up > Work environment > Medical information	132	Age fibrosing alveolitis/unspecified alveolitis diagnosed by doctor	Integer
22157		YES					Online follow-up > Work environment > Medical information	132	Age tuberculosis diagnosed by doctor	Integer
22158		YES					Online follow-up > Work environment > Medical information	132	Age silicosis diagnosed by doctor	Integer
22159		YES					Online follow-up > Work environment > Medical information	132	Age asbestosis diagnosed by doctor	Integer
22160		YES					Online follow-up > Work environment > Medical information	132	Age lung cancer (not mesothelioma) diagnosed by doctor	Integer
22161		YES					Online follow-up > Work environment > Medical information	132	Age mesothelioma of the lung diagnosed by doctor	Integer
22166		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for hayfever or allergic rhinitis	Categorical single
22167		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for asthma	Categorical single
22168		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for emphysema	Categorical single
22169		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for chronic bronchitis	Categorical single
22170		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for COPD (Chronic Obstructive Pulmonary Disease)	Categorical single
22171		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for cystic fibrosis	Categorical single
22172		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for alpha-1 antitrypsin deficiency	Categorical single
22173		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for sarcoidosis	Categorical single
22174		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for bronchiectasis	Categorical single
22175		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for idiopathic pulmonary fibrosis	Categorical single
22176		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for fibrosing alveolitis/unspecified alveolitis	Categorical single
22177		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for tuberculosis	Categorical single
22178		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for silicosis	Categorical single
22179		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for asbestosis	Categorical single
22180		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for lung cancer (not mesothelioma)	Categorical single
22181		YES				7	Online follow-up > Work environment > Medical information	132	Recent medication for mesothelioma of the lung	Categorical single
22189		YES					Population characteristics > Baseline characteristics	100094	Townsend deprivation index at recruitment	Continuous
22190		YES-GENETIC					Genomics > Telomeres	265	Unadjusted T/S ratio	Continuous
22191		YES-GENETIC					Genomics > Telomeres	265	Adjusted T/S ratio	Continuous
22192		YES-GENETIC					Genomics > Telomeres	265	Z-adjusted T/S log	Continuous
22194		YES-GENETIC					Genomics > Telomeres	265	T/S ratio for regression dilution bias	Continuous
22200		YES-AGE					Online follow-up > Work environment > Employment history	130	Year of birth	Integer
22330		YES					"Assessment centre > Physical measures > ECG at rest, 12-lead"	104	PQ interval	Integer
22331		YES					"Assessment centre > Physical measures > ECG at rest, 12-lead"	104	QT interval	Integer
22332		YES					"Assessment centre > Physical measures > ECG at rest, 12-lead"	104	QTC interval	Integer
22333		YES					"Assessment centre > Physical measures > ECG at rest, 12-lead"	104	RR interval	Integer
